Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"Lovely flat, beautifully clean. Communication was fast and helpful, and the pastries and supplies they left for us were a lovely touch. We would definitely stay again","10,0",4,1,10.0,0.0
Beautiful apartment in a very nice part of the city; great vibes from the neighbourhood! Tons of food places right in the market area hard to beat the location. The place was nice and clean and well stocked with extra pillows and blankets and towels. The shower was very nice and modern with a skylight which was nice. There is a very nice seating area out back that didn’t sound too great in the reviews but it’s actually a great space my friends and I enjoyed relaxing out back there,"9,0",3,1,10.0,-1.0
"Great location, very clean.. would stay here again.","10,0",3,1,10.0,0.0
"Tristan was amazing  and quick with responses whenever we gad any questions or requests. The suite was absolutely gorgeous, perfectly minimal and filled with natural light but very home-y as well. The neighborhood is nice and quiet, with lots of lovely food options and grocery stores if you want to take advantage of the kitchen. All of my guests loved it as well and we all agree that we would love to stay at Tristan's again!","10,0",4,1,10.0,0.0
"We had an amazing stay in William and Susan’s place! They have everything you need, and more, and were such amazing hosts! The location was great right beside the metro, and the apartment was very cute and nicely done.","10,0",4,1,10.0,0.0
"L'appartement est tres propre et spacieux, la literie est très confortable. Situé dans le Mile end a deux pas de toute les commodités. Je recommande!","9,0",3,0,10.0,-1.0
"The monalisa apartment lies in a wonderful neighborhood, with parks and the beautiful mount-Royal on one, and the vibrant quarter of mile’s end on the other. It’s close to the subway and is thus a good choice for every explorer. The inside of the home is pretty as well, even though it would benefit from a bit of refurbishing in some places. The host is incredibly fast in responding and very helpful though, so that was never much of an issue. All in all, i can recommend it for families.","9,0",3,1,10.0,-1.0
Great affordable place conveniently located near anything you might need! Great for a couple of nights stay!,"9,0",3,1,10.0,-1.0
Very clean place. Check-in was straight forward and simple. Convenient location with PARKING!,"9,0",2,1,10.0,-1.0
"A charming, cozy, open space with a lot of character! It made our trip experience that much nicer. The beautiful original windows were so nice to sit and enjoy evening tea. 
Overall great location right by Old Port, easy communication to get keys and a msg when leaving. 

Thank you again, we hope to be back soon! Cheers Mél and Leah  ","10,0",3,1,10.0,0.0
Bright and spacious loft with post and beam construction. Very close to all old port historic sights and shirt walk to the metro.,"9,0",3,0,10.0,-1.0
my boyfriend and I had an awesome time at this spot. The house is stylish and clean and our host made sure we were confortable at all times!,"10,0",1,1,10.0,0.0
I highly recommend Yanick's place. He is very nice and his place is located in one of the best locations in Montreal.,"10,0",4,1,10.0,0.0
"Nous avons eu  (2 adultes, 2 enfants)  un beau séjour chez Marie-andrée et Stéphane.L'appartement est superbe, propre et bien situé! Stéphane a été vraiment accueillant. On vous le recommande à 100%! ","9,0",0,0,7.0,2.0
"Very good apartment! Studio very well located, close to metro and Sant Catherine avenue! Samuel always answered my messages and always helped quickly! I recommend this apartment as it is very close to everything and very well equipped","8,0",3,1,10.0,-2.0
"The host is very instructive and detailed, which is a good thing because you don’t need to be left wondering. Clear instructions are given and host is responsive. The place was as expected, nothing less. Overall a good experience would recommend this place.","9,0",1,1,10.0,-1.0
Adam's apartment shows true to photos. The kitchen is small but well stocked for cooking  and the bed is comfortable. The air conditioning is a window unit but it cools down most of the apartment well. There is a working elevator just across the hall from Adam's apartment. It is within walking distance to l'Oratoire and grocery/restaurants. Would definitely recommend as the value is great for the price and Adam was a very accommodating host.,"10,0",3,1,10.0,0.0
"Clean, walkable distance to great nightlife and restaurants  - would recommend for a short stay for 2 people.","9,0",3,1,10.0,-1.0
"Overall the stay was good. Generally as expected and in a good location. However some things could be improved. 

We ran out of toilet paper and the host told us where the new rolls were, but there was only one extra and we had already found and used it. So the last day of our stay was without any. 

I was also thrown off by a racist remark made by the host when we arrived, which came of an unnecessarily prolonged banter when we just wanted to unpack and rest. Probably would not stay here again for this reason alone.","9,0",1,1,10.0,-1.0
Jen was a gracious host and very friendly. The accomodations were more than adequate and breakfasts were yummy.  We even got a free concert in the bargain.,"9,0",3,1,10.0,-1.0
superbe location,"9,0",2,0,10.0,-1.0
"Anyone staying in Montreal would be lucky to have Sue & Will as their hosts. It is obvious that Susan takes this seriously and wants to make sure that you have the best trip possible. This was my first Airbnb and it was 10x better than any hotel and at a great rate. The apt was emaculate; she had it decorated for the holidays and had snacks I love, (toaster streudels) in the freezer. The metro is so close.  Can't say enough of what good hosts they were,(Will even brushed our car off for us) thanks guys!","10,0",4,1,10.0,0.0
"Great Place, Easy Check In, Great Location, Confirm that parking is available before arriving","9,0",3,1,10.0,-1.0
"C'est la deuxième fois que je séjourne chez Valérie et je recommande ce logement. Il est bien situé, près d'une station de métro, du marché Maisonneuve et de la piscine olympique. L’accueil est chaleureux, l'appartement est propre et la cuisine est bien équipé.","10,0",2,0,10.0,0.0
Alexia et Denis nous ont très bien accueilli. La chambre correspond bien aux photos et le quartier est sympa. Denis nous a bien conseillé pour la suite de notre séjour. Une adresse que je recommande.,"10,0",2,0,10.0,0.0
Great place in an excellent location. Highly recommended.,"10,0",4,1,10.0,0.0
"A green and sunny and quiet backyard steps away from lively Mont-Royal avenue, cafes, restaurants, bookshops, public transports… That was awesome! Magali is the best host ever: very helpful and she’s offering incredible tips about the area. Great value, highly recommended!","10,0",4,1,10.0,0.0
"Quick responses, great area.","9,0",2,1,10.0,-1.0
"This was one of the best airbnb places I've ever been. Especially, I liked the kitchen so much and other things were all neat and nice. Thank you for offering this beautiful house, Richard!","10,0",3,0,10.0,0.0
"Spacious , great value ,lovely hostess,and was perfect for all our needs . We would definitely stay here in the future.","10,0",4,1,10.0,0.0
"Excellent. You can tell by the description that they will be friendly hosts and by the pics that they have a beautiful clean place. Warm and delightful, right by the metro and university, for me, was exactly what I needed. Would definitely recommend and return. Thanks!","10,0",4,1,10.0,0.0
"Check-in was flexible, Glen and Mario were always there when we had any question about anything and give us some tips about Montreal, amazing experience!","10,0",4,0,10.0,0.0
"Anastasia's place is an incredibly stylish and unique get away located within walking distance of a number of great bars, restaurants, cafes, and stores. The space is open and welcoming with large opaque windows and plenty of natural light. Anastasia is easy to reach and responds in a very timely manner if you have any questions or need recommendations. While freezing in the outside, the place stays nice and warm throughout each room which was a big plus for us, non-Montreal-natives. There are plenty of kitchen supplies and utensils, but they can be hard to find as the home has a very 'lived-in' feel and layout. Also, there is no TV, which wasn't an issue, but thought it should be mentioned (luckily there was a speaker with an aux to play some music). The shower can be a little tricky to get the right temperature and the shower door doesn't close fully (wasn't kidding when I said the space is 'open'). But, all of these minor details aside, this space is unlike any other airbnb or hotel you could find and it is absolutely worth staying in.","9,0",2,1,10.0,-1.0
"Patricia's place is just breathtaking. You come in and the natural light just fills the entire space. Everything was just perfect, the place was stylish, clean and had everything one would need for a wonderful stay. I would totally recommend her place to anyone who enjoys beautiful lofts not too far from the downtown area. Thank you so much Patricia!","10,0",4,1,10.0,0.0
This is an entirely separate penthouse 3 bedroom. We had 4 guys stay here for a long weekend and were very comfortable. The back balcony is great for hanging out and it's very quiet at night for sleeping.,"9,0",4,0,10.0,-1.0
"Great great location. apartment is really nice and clean.
5' walk from all services, metro and 10' from the Parc du Mont Royal.
Anastasia was really helpfull and available though a late arrival on friday night.
highly recommend this place !!

 (Website hidden by Airbnb) 
","9,0",4,1,10.0,-1.0
"Visited Montreal for the first time, and my friends and I, spent the weekend at Sabrina's quaint and cozy apartment. The space was very neatly organized and kept, and located in a lovely part of neighborhood. The location was very accessible to the city's core. The apartment is as exactly displayed through the posted pictures. Although Sabrina was not around during my stay, she made sure to leave instructions, and kept in contact with me throughout my time there. I also appreciated the list of places Sabrina suggested to visit, and activities that could be done throughout the weekend. Thank you again for your hospitality!","9,0",3,1,10.0,-1.0
Great place!!,"9,0",4,1,10.0,-1.0
"L'appartement était très bien, équiper de tout ce qu'il faut, au moindre problème je pouvais contacter William.

Très heureux d'y avoir été","10,0",0,0,7.0,3.0
"Superbe accueil de Julie! J'ai réservé l'appartement pour mes parents qui étaient en visite. Le quartier est génial (j'y habite!), le bus est à 1 min et le métro a 12 min à pieds.  Plein de commerces, restos, petits cafés, microbrasserie à quelques minutes + le Grand parc du père Marquette qui est très  agréable .
L'appartement est lumineux et très pratique, avec accès à 2 beaux balcons pour profiter du soleil.
Communication impeccable et hôtes tres réactifs. Je recommande!","10,0",3,0,10.0,0.0
"We didn't get to meet her in person, but she was very friendly and helpful. She went out of her way to make sure we could comfortably complete our visit and not be rushed during checkout. A great place to say in a good location with a great hostess. ","10,0",4,1,10.0,0.0
"Venu pour un sejour de deux semaines.

Appartement très confortable, chaleureux, lumineux et douillet.
Bonne connexion internet, cuisine équipée, salle de bain spacieuse et chambres bien meublées. Proche du métro et des commerces.

Emma est une hôte d'exception ! Très accueillante et disponible. L'appartement était très propre à l'arrivée.

Très conseillé !","10,0",0,0,7.0,3.0
"Catherine gave great directions from the airport!
The home was in great location an great heating!
It has everything you need for any length stay. 
Kitchen cupboard doors wont stay shut (bluetac must have been used in pics to keep the shut lol) an no handles on drawers an doors. My personal feeling about the bed placement ..I would like to be able to get around it. Need better tv reception. 
Overall the home needs some repairs..not quiet suitable (in my opinion) to rent out as is.","9,0",4,1,10.0,-1.0
Fantastic place in an amazing location. I would absolutely stay there again.,"9,0",4,1,10.0,-1.0
Absolutely amazing space to spend a few days in. Amazing location and only a few blocks from some of the best ranked restaurants in all of Canada. Highly recommended,"9,0",4,1,10.0,-1.0
A great affordable place to stay.,"10,0",4,1,10.0,0.0
If you want to stay for a night and only sleep there it is fine. Location is good giving you the access to downtown.,"9,0",2,0,10.0,-1.0
This place is gorgeous! Close to the old port and great for walking around and checking it out,"9,0",3,1,10.0,-1.0
"Three friends and I stayed at Philippe and Sandra's lovely apartment for the weekend. We arrived later than expected, but Sandra was very flexible and kind about this. The apartment itself was well equipped except for some small things, which was easily amendable as there is a grocery store just a few blocks away. The hosts were personable and sweet, and left many helpful books and maps to ease our exploration of Montreal. As far as location, we were able to walk all over the Plateau neighborhood easily, full of great restaurants and shops. There was easy access to the subway from the apartment to get to old town, downtown, etc. in just a matter of minutes, though walking was our preferred mode of transportation! Truly a great experience and good value, we would recommend Philippe and Sandra's place to any friend.","9,0",4,1,10.0,-1.0
"Emplacement très bon, à 5 minutes du Métro et dans la Vieille Ville. Excellent rapport qualité/prix. Bon accueil, le frigo était garni pour le petit déjeuner ! Beaucoup d'attentions de la part de Yannick, logement très propre et confortable. Je recommande ! Idéal pour une ou deux personnes.","10,0",3,0,10.0,0.0
Endroit tres propre et on est tres bien recu.Tres satisfaite de ma semaine.Merci Maureen,"9,0",0,0,7.0,2.0
The host canceled this reservation 3 days before arrival. This is an automated posting.,nan,0,0,7.0,
"Our stay at Karl’s was fantastic. We felt welcomed in his home, and not just because in the cute park across the street was a Fa Lun Da Fa marching band performance that put a little spring in our step. The front door key was a bit sticky to open at first, but after the first couple times we’d mastered it and it became a point of pride for us. His home was nice and cozy, with nice architectural details like stained glass windows and a lovely fireplace. We specifically loved using the espresso machine every morning as a special vacation treat. Karl was also nice enough to loan us his bikes, which made getting around cheap and way more fun than being stuck underground on a nice day. We feel like we saw so much because we were able to get around this way! If two wheels aren’t for you, the city is very walkable and his home is just a short walk from the train station. Overall, Karl was friendly and communicative, even recommending bike routes for us to take. We would be happy to stay at his home again! ","9,0",4,1,10.0,-1.0
Thank you very much for the positive stay! =D,"10,0",0,1,7.0,3.0
"Travellers staying at this Heritage Home will discover more than the listing suggests. Jose is an excellent host, helpful and genuine. A rare find!","10,0",4,1,10.0,0.0
"Jose is a wonderful hostess, friendly and welcoming. Her place is very homey, with lots of nice touches. And a wonderful location to boot!!","10,0",4,1,10.0,0.0
Amazing location! Very convenient.,"10,0",4,1,10.0,0.0
"Alex’s place is in a fabulous location. Tons of shops and restaurants very close by. The subway is only a 7 min walk away. The place was very clean and tidy and looks just like the pictures. Alex was very friendly and offered us tips about some great places to check out. It does get quite hot in the apartment since there is no air conditioning. The room gets direct sun for most of the day and the curtains are quite sheer. There was a table fan in the bedroom that helped a bit but we didn’t sleep well. The bed was smaller than I expected. It looked like a queen in the photos but it was a double so its a bit snug for 2 people if you are used to stretching out when sleeping.  It sits on a large piece of wood on the frame instead of a box spring, so it creaks loudly anytime someone moves. We also found the pillows to be very thin. Overall though for the price  it was a good deal. If you are looking for a budget place to stay I would recommend staying here as you can’t beat the location! ","10,0",3,1,10.0,0.0
"When I first saw the location and price, I thought this sounds too good to be true. But it IS true! The location is in the middle of everything picturesque - cobblestone streets right when you step out, Old Port and Old Montreal your neighborhood, around the corner from City Hall and numerous restaurants with scenic patios. You can cross the street to Bonsecours Market, or walk 5 minutes to Notre Dame Bonsecours Chapel and about 10 to Notre Dame Basilica. If you want more than what's immediately walkable, Champs de Mars station is very close. If you drove like we did, there is paid street parking around you for short term stays, and many lots to choose from for overnight stays. We personally liked the indoor garage on Gosford and Champs de Mars streets.

As for the loft itself, it has beautiful views of Old Port and Old Montreal, as well as a comfortable mattress and futon. It is well kept, and Yanick will provide you with wifi, a refrigerator full of cold water bottles, along with towels and linens. The pictures are exactly how the loft looks. He will also respond to any messages within a couple of days prior to your arrival, and within an hour or so during your stay. Logistics very easy for check in and check out.","10,0",2,1,10.0,0.0
"Tyler's place is perfectly located for a visit to Montreal.  Just off Rue St. Catherine and other major arteries of the city.  Parking just around the corner was short jaunt nothing to complain about.  
Communication with host and his associate Faizan was easy, swift and helpful.  
Overall a steal of a deal, good people, great location, nice place...I think a pretty solid choice.
Bed was very comfortable, bedding was also clean and comfy, linens clean and plenty.  AC worked great but we barely used it.
Supermarket around corner.","9,0",3,1,10.0,-1.0
"Appartement très propre, déco moderne, bien équipé, bon échange avec l’hôte entente cordiale pour un changement de dernière minute
Conforme aux attentes","9,0",1,0,9.0,0.0
"Near downtown,can park.","9,0",3,0,10.0,-1.0
"Spent 4 days at Antoine's place and it was great! Close to some really good restaurants such as Schwartz, Romados, and patati patata. Antoine was great with keeping the lines of communication open. the only that's really missing is a couch in the common area.","9,0",3,1,10.0,-1.0
"Cosy and quiet little place! Laurel was flexible with the checkin time and responsive when having questions. The location is fantastic, close to cafés, restaurants and shops, ten minute walk to metro Mt Royal.","10,0",4,1,10.0,0.0
"The place was bright, beautiful and clean and included everything as advertised. The only problem was that power was out in whole unit except for the kitchen so we didn't have air conditioning for the first night. After contacting them and waiting half a day for a reply, we were finally able to get power back by switching the breaker back on. Other than that, perfect place to stay for a few days.","9,0",3,1,10.0,-1.0
Exactly what the posting says and true to the pictures. Ben's place was exactly what we needed for our weekend trip. Ben was very good at responding and made check-in seamless.,"9,0",4,0,10.0,-1.0
"Ben's apartment was perfect.  I arrived after midnight.  Check-in was flawless.  The apartment was clean.  The air conditioning was already running.  The area is near Concordia College.  Lots of younger people.  However, it was very quiet during my stay.  A close walk to Starbucks and the location of my deposition near the hospital.  Uber drivers were me at the ready, if need.  Good deal.","9,0",3,1,10.0,-1.0
Beautiful place and Anastasia really took great care of me.,"9,0",4,1,10.0,-1.0
"Nice place, in a quiet location, but close enough to the action. I really liked that the door had a key code to enter instead of having to worry about keys!","10,0",3,0,10.0,0.0
Sakina is a wonderful host! She prepared the place very nicely and provided us with more than just basic necessities. The location was perfect as it was very easy to drive downtown (about 10-15 min) and there were a lot of restaurants in walking distance in the quiet neighborhood. I would definitely stay here again if I ever went back to Montreal!,"10,0",4,1,10.0,0.0
"Brilliant little hostel with a sense of perfection and cleanliness, all equipped, the best of its price category I've ever stayed in. The bed boxes are superb. The Distillerie cocktail bar under will welcome you with a drink, we had a great night down there, bery lively.","10,0",1,1,10.0,0.0
"Perfect location, cozy artistic spot. Very clean, cant wait to stay here again!","9,0",4,1,10.0,-1.0
"Location and neighbourhood not great. Smaller than expected and with very small investments could be a lot more inviting. A lot of random posters and personal items around the place when it seems to be a full time vacation rental. Host was good and place was comfortable but it was not near all of the things it says, and I didn’t feel great walking around the neighbourhood. I paid less for a much cleaner place in the heart of downtown, but it would be a good place to stay if they were charging less. As is, I wouldn’t recommend.","9,0",2,1,10.0,-1.0
"Everything was perfect. 10min drive to old Montréal which is my favorite part. the appartment is beautiful nice open concept. Definitely would stay again.
 
Thank you, Barbara","10,0",3,1,10.0,0.0
"Doris's place was extremely clean, nice and looked just like the pictures. Was in a good location and helped make our visit even more special. Thanks!","9,0",4,1,10.0,-1.0
A fantastic stay! A great spacious flat with all amenities necessary. Very secure and clean. Communications were very clear with several follow-up emails regarding self check-in. Exceeded expectations and would definitely stay again.,"10,0",4,1,10.0,0.0
Absolutely PERFECT... can not say enough good things about it...  we will be back!!!,"9,0",4,1,10.0,-1.0
"Great location, lots of good restaurants/cafes within walking distance, as well as the Jean Talon Market. Apartment is clean and comfortable...and surprisingly quiet, considering the street below. I slept so well!","9,0",3,1,10.0,-1.0
"Aurelien welcomed us very warmly. He waited for us and gave us good recommendations the night we arrived.
The apartment was clean, good for 2 persons who spent a few days in Montreal.","10,0",0,1,7.0,3.0
"Nice quiet neighbourhood, parking available on street (better practice your parallel parking skills!), nice big rooms, clean and incredibly accommodating hosts. Me and two teammates stayed over a weekend and barely saw the hosts until the last day we were packing, but they were always a quick message away. Loved staying here.","10,0",3,0,10.0,0.0
All good :) thanks,"9,0",2,1,10.0,-1.0
"We had an excellent two night stay; the condo was very modern, clean, and centrally located :)","10,0",3,1,10.0,0.0
"It was a very nice and warm stay. Alexia gave me detailed instruction in advance of my arrival. Denis welcomed me with a lot of information on the region. The location is very convenient pretty close to the River with a quite park and beautiful view. Room is cozy, clean with a lovely bookcase and quite a few French books to choose from. Overall a great stay. Alexia was so nice to arrange a pick up as I left the phone charger in the room. Really lovely hosts highly recommend!!","10,0",4,1,10.0,0.0
Had a really great time staying at Geneva's in the mile end. Apt was very cute and cozy and Geneva was very communicative during the whole process. For my first time using airbnb it was overall a great experience!,"9,0",3,1,10.0,-1.0
The host canceled this reservation 5 days before arrival. This is an automated posting.,"9,0",0,0,7.0,2.0
"This apt is located so that you can walk to the old port area or the McGill area. Also very near the metro stop if you want it. Having  indoor parking is a huge plus. Karim is very quick to answer any questions and was very kind to let us check in a little early. If you are looking for a nice space, but no frills and basic this is a great place. ","9,0",3,0,10.0,-1.0
"Spotlessly clean, cool and very comfortable apartment that is in a nice neighborhood. We felt very lucky to have found such a great place at short notice and Patrick was the perfect host. Easily the best airbnb experience we've had and would highly recommend Patrick and his place to anyone planning a trip to Montreal ","9,0",4,1,10.0,-1.0
Great location just off St. Laurent blvd and yet the apartment is quiet and very comfortable. The back patio is a great place to sit back and relax. We'll be back as soon as we can.,"10,0",4,1,10.0,0.0
"Excellent location just a little distance from the metro and walking distance to lots of places on rue St Denis and the Mont Royal. 
Breakfast supplied was very much appreciated and Jen also responded quickly to any requests we made.
This was our first experience with an Airbnb flat and Jen has set a  very high benchmark for any future hosts we use. Thanks Jen","9,0",3,1,10.0,-1.0
"We had a great time in Montreal, and having a host like Karl made it all easier and more home like. Beautiful apartment and super comfortable. Great location also, which made it easier to get in to town and mont royal. Definitely recommend this apartment and host.","9,0",4,1,10.0,-1.0
Mohammed was a very good host. He was very quick to respond and answer any questions I had during my stay! We were a group of girls celebrating a bachelorette weekend (the two bathrooms were key) and the place was in a very good location downtown. It was also spacious and comfortable. It was a great value and I would highly recommend it to anyone.,"10,0",4,1,10.0,0.0
"Great location, half underground so nice and cool in the summer time. Super clean and very cool.","10,0",1,1,10.0,0.0
Great stay in the city!! Hoping to come back in the future.,"9,0",4,1,10.0,-1.0
"Good location.  At first, it seems a bit outside of the hopping area.  But, the location is a short walk from Old Montreal, Downtown, St. Catherine, and St. Laurent.  The Studio Apartment was spacious and clean... would surely stay there again. ","9,0",3,0,10.0,-1.0
"Thank you for the great stay at your place. We loved the apartment and the location was fantastic. The hosts were easy to communicate with and prompt to respond to requests.

Thank you...","9,0",4,1,10.0,-1.0
"I stayed to Alain's place only for a night, I arrived late and I left early the next morning. For the night that I stayed the place was very good.","10,0",0,0,7.0,3.0
Very nice place in a great location. Definitely considering rebooking for my next trip.,"9,0",4,1,10.0,-1.0
"Joe's place is great. He's doing some remodeling so expect things to be even better. The location is an upscale neighborhood in northern Old Montreal, a stone's throw from the water. If you get a chance, book Jo's place! ","10,0",0,1,7.0,3.0
"Janie was a friendly and communicable host and I had an easy, comfortable stay. Good space for one person or a couple. If you’re used to set-up-for-purpose AirBnBs, keep in mind that someone lives here when it’s not rented out. Villeray is a nice quiet neighbourhood and apart from upstairs neighbors walking around you don’t get any noise, it’s peaceful and quiet. Close to Metro stops, although I walked into town a couple of times... Montreal is not that big anyway!","10,0",3,1,10.0,0.0
"Monica's place is small but perfect with everything you need (kitchen, fridge, AC, bed, & sofa). The location is great! It is secure, right in downtown close to the metro, cafes, Tim Hortons etc. Museums are walking distance as well as bars. It also includes a great view of the city. Monica was very accommodating & always quick to respond if we had any questions or issues. Had a great time in Montreal! Merci!! ","9,0",3,1,10.0,-1.0
"Super quartier, appart typique, accueil chaleureux... Que demander de mieux pour notre arrivée au Canada! L'appartement est super, tout à disposition, le barbecue est particulièrement appréciable, beaucoup de charme et un accueil très chouette! On recommande!!","9,0",0,0,7.0,2.0
House in student ghetto,"9,0",0,0,7.0,2.0
Awesome apartment and location.,"9,0",2,0,10.0,-1.0
"Loved this location and apartment. Exactly as pictured, no problems, and very accommodating host. Nice too:) I found the bed to be super comfy and the home very clean. Would stay again if looking in Old Montreal.","10,0",3,1,10.0,0.0
Great location to access both Old Port and the shops near St. Catherine. Plenty of great eateries within just a block or two. Clean and stylish condo.,"9,0",3,1,10.0,-1.0
I would have book again!,"9,0",0,0,7.0,2.0
"Location, location, location! 
Cozy condo in the heart of downtown mtl! Great gym, pool! Super clean apt, perfect for a couple and the pullout couch is super comfortable! I would definitely stay there during my next stay in Montreal! Perfection!","9,0",3,1,10.0,-1.0
Logement impeccable et très bien situé. Bel accueil.,"10,0",0,1,7.0,3.0
"Great Location, walking distance to downtown core, quick uber service to address","9,0",3,1,10.0,-1.0
"Séjour parfait, au paradis pour reprendre les précédents commentaires ! Nous avions tout ce qu il faut, maison très bien placée dans un quartier très sympa, ultra propre avec tout ce qu il faut et même plus ! Merci encore Annie ! ","9,0",2,1,10.0,-1.0
"What a great stay! 
We were amazingly accommodated!
Simon was fast at answering any questions we had. Very helpful. Check in and check out was easy due to the convenience of the lock box. Centrally located & highly recommended. Thanks! ","9,0",4,1,10.0,-1.0
The host canceled this reservation 9 days before arrival. This is an automated posting.,"9,0",0,0,7.0,2.0
Un lieu d'accueil situé idéalement au coeur de la ville et de son animation. Un hôte à la fois discret et disponible. Bref une base idéale pour découvrir Montréal,"9,0",2,0,10.0,-1.0
Me and my friend stayed there for the New Year's Eve. We had a great time and were able to walk to the old port. Titi was very nice and helpful and the place was really clean and cozy :),"9,0",4,1,10.0,-1.0
"Je le recommande à tout le monde , les hotes nous ont toujours repondu dans un delais très rapide et toutes les indications étais  très précise.  Le loft étais très propres et tout étais parfait . Nous allons refaire affaires avec les hotes pour nos prochain voyages sans aucun doutes 5/5 pour se magnifique loft :)","9,0",0,0,7.0,2.0
"Emplacement, tranquilité et propreté exceptionnels. Je le recommande !","10,0",0,0,7.0,3.0
the location is good. There are many restaurants around house.,"9,0",3,1,10.0,-1.0
Le guide du voyageur réalisé par Anouchka était juste parfait et ça m'a permis de découvrir les bonnes adresses de Montréal :) le quartier est juste sublime et l'appartement correspond en tout point aux photos et à l'annonce.,"10,0",0,0,7.0,3.0
"Clean, modern work studio in a great location. Bed is also a folding sofa, but fine. Not really any places to lounge other than on the bed, but space itself is quite comfortable. As others have mentioned, space can’t be made totally dark, but we didn’t find that an issue. Very convenient location, near Metro.","9,0",3,1,10.0,-1.0
"Great place, great location, great hosts!","10,0",3,1,10.0,0.0
This place was in a very nice quiet area of the city that isn’t far from local restaurants and culture.  Beds were comfortable and space was bright and clean - pleasantly surprised with the bed in the kids room for an adult to sleep in so me and my friend had 2 separate rooms to sleep in.  Recommended!,"9,0",2,0,10.0,-1.0
"I loved the neighbourhood - pretty houses and cool cafes and lots of young people on bikes. I really appreciate the simple but tasteful way that Laura has furnished her house. 
Laura is super warm and lovely, helpful, kind and also gives you space you need. 

The bed is very comfortable with lovely fluffy pillows. The room is really big and lovely.

I just can't fault this accommodation. It's a fabulous inexpensive option. ","10,0",4,1,10.0,0.0
"Fantastique emplacement! Je suis un utilisateur très régulier de Airbnb, et ce logement m'a completement conquis!

Douillet, bien aménagé, abordable et confortable, il est très bien situe, dans un quartier calme et très près des transports en commun. L'entrée entièrement autonome, extrêmement simple, y est un gros plus.

William et Susan sont des hôtes discrète, charmants mais extrêmement attentionnés et professionnels. Rien n'est laissé au hasard et les petites attentions à l'intérieur sont divines.

Mon nouveau must!","10,0",2,1,10.0,0.0
The host canceled this reservation 11 days before arrival. This is an automated posting.,nan,0,0,7.0,
The flat was great (clean and well furnished) and the hosts were really welcoming. We had a really great time !,"9,0",4,1,10.0,-1.0
"Claude’s apartment is a great space in Old Montreal. It is clean and in excellent condition, with a large bathtub, fireplace, comfortable couch, and kitchen space that makes it a good base for Montreal adventures. Metro and underground city access are very close, making it easy to get around. Claude was responsive and helpful, allowing us to store our bags for a few hours past check-out so we could enjoy a few more hours of exploring before heading to the airport.","10,0",2,0,10.0,0.0
Perfect location to enjoy the great city of Montreal. But ask Mike if the apartment has been fixed and is ready to welcome guests. Too many and basic things that were not in order when we stayed 10 days in January 2019.,"9,0",4,1,10.0,-1.0
"This brand new appartment was perfect for our week of exploring Montreal. It is conveniently located, well-equipped with everything you need and communication with Benjamin's friend Carole was excellent. Highly recommendable!","10,0",4,1,10.0,0.0
This was my first experience with living at an AirBnb over a hotel. Carl's place is conveniently located right next to McGill university. Carl was always very responsive when required. I would recommend this to those who are considering a stay in Montreal.,"8,0",4,1,10.0,-2.0
"Location is great, and host is very enthusiasm, everything is ideal!","10,0",3,1,10.0,0.0
Bon appartement en rdc avec une petite cour intérieure privée. L’appartement est idéalement situé dans Montréal. Séjour parfait avec un couple et 3 enfants. Tout est à côté !!! Merci Mano,"10,0",2,0,10.0,0.0
"Jose's house is in a nice little town with history going back to American Indians, a block from bars and restaurants, two blocks from the river. We actually had pretty much all upstairs for our-self - very private. The room and a private bathroom are freshly renovated and everything is sparkling clean. Jose is a great host with stories to tell. We will definitely stay over there every time we are in the area.
Jose, thank you for all your hospitality.","10,0",3,1,10.0,0.0
"Je recommande beaucoup ce loft, très bon rapport qualité/prix, super beau et bien situé en ville et prêt du Vieux Port et de plusieurs bon resto.","9,0",0,0,7.0,2.0
Spacious place in a cool location for a great price. Walked to many of the popular sites.,"9,0",4,1,10.0,-1.0
"The place was amazing and exceeded our expectations! Our host was so helpful, generous and kind :)","10,0",4,1,10.0,0.0
"Amazing place! Very clean and well-decorated, great location. Enjoyed our stay!","9,0",4,1,10.0,-1.0
Best central location you can ask for in Montreal!,"10,0",3,0,10.0,0.0
"Soucieux, attentif et accommodant, Aurélien est un hôte parfait.  L'appartement était très bien situé pour nos besoins et la chambre des plus confortables.","10,0",2,0,10.0,0.0
Location can't be beat! Great value in a lively and fun neighborhood!,"9,0",3,1,10.0,-1.0
The host canceled this reservation 15 days before arrival. This is an automated posting.,"10,0",0,0,7.0,3.0
Perfect place to stay in Montreal! Place was 100% what we expected and more!,"9,0",4,1,10.0,-1.0
The host canceled this reservation 2 days before arrival. This is an automated posting.,"9,0",0,0,7.0,2.0
"Everything was exactly as described, and the place is super clean. Street parking is easy to find and the location is fantastic. Highly recommend!","9,0",4,1,10.0,-1.0
Great moment ! The location is a must for your group. Me and my girlfriend are really happy!,"9,0",3,1,10.0,-1.0
Clean place for staying. Parking available on the street for free.,"9,0",0,1,7.0,2.0
Just perfect,"10,0",4,1,10.0,0.0
Excellent house. Very friendly neighborhood. Tristan was really good and helpful.,"10,0",4,1,10.0,0.0
